,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.00,-3.91,-12.60,-5.83,2.80,3.30,2.63,0.41,-3.94,—,—
Total Return % (NAV),0.10,2.43,-11.41,-2.90,4.47,4.44,3.44,0.79,-3.73,—,-3.25
+/- Category (NAV),0.01,3.36,-3.55,1.35,1.62,7.65,-1.08,-1.12,-6.10,—,—
+/- Index (NAV),0.13,6.04,-3.01,0.33,-2.75,8.45,-5.40,-3.22,-9.81,—,—
