,Values
NAV,"6,262.08"
Open Price,"6,345.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"50,860.0 / 108,210.9"
Day Range,"6,255.00 – 6,380.00"
Year Range,"5,500.00 – 7,430.00"
SEC Yield ,—
12-Month Yield ,3.01%
Premium ,—
Expense Ratio,0.470%
Total Assets,57.6 Bil
