,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),29.18,20.29,-42.01,10.55,-14.64,13.40,0.57,-10.15,34.93,-14.06,2.80
Fund (NAV),27.34,21.32,-42.35,11.04,-14.64,13.25,0.35,-9.16,34.55,-13.97,4.47
+/ Category (NAV),-16.28,12.18,-20.82,-3.72,-31.79,10.86,0.06,-14.63,12.58,-1.33,1.62
+/- Index (Price),-7.93,14.60,-22.80,-17.56,-41.69,10.94,5.58,-20.86,10.57,-0.21,-4.42
Percentile Rank,98,1,100,56,100,9,56,100,1,35,62
# of Funds in Category,28,31,31,44,43,35,40,36,41,47,54
