,Fund,Cat. Average,Index
Price/Earnings ,8.63,10.08,10.07
Price/Book ,0.75,1.04,0.93
Price/Sales ,0.33,0.61,0.40
Price/Cash Flow ,2.86,4.44,2.91
Dividend Yield % ,2.43,1.71,2.01
Long-Term Earnings % ,24.80,9.55,10.86
Historical Earnings % ,2.12,2.73,0.53
Sales Growth % ,-2.34,-1.44,-3.08
Cash-Flow Growth % ,-5.50,-10.31,-9.25
Book-Value Growth % ,3.07,6.21,2.39
