,Values
Sustainability Rate,Low
Percent Rank in Global Category,96%
Historical Sustainability Score,36.14
Global Category,Korea Equity
Portfolio ESG,38.26
Controversy Deduction,2.06
Sustainability Score,36.20
Sustainability Mandate,No
