,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),45.85,19.54,-1.55,4.15,9.13,3.85,9.71,-0.49,15.78,-10.50,-10.27
Fund (NAV),45.38,18.45,-0.51,3.38,9.59,3.27,10.63,-1.40,16.55,-10.95,-10.18
+/ Category (NAV),-12.12,-0.70,0.42,-5.63,1.75,-3.45,-5.31,7.09,-6.11,7.19,-0.75
+/- Index (Price),-4.27,-7.63,11.64,2.46,7.74,6.05,-1.88,11.39,-3.02,1.38,4.79
Percentile Rank,61,47,42,77,30,65,67,19,66,10,65
# of Funds in Category,55,65,87,117,130,156,218,256,272,369,476
