,Values
NAV,"6,842.57"
Open Price,"6,610.00"
Bid / Ask / Spread,"6,750.00 / 0.00 / 0.00%"
Volume / Avg,75.0 / 96.2
Day Range,"6,610.00 – 6,770.00"
Year Range,"6,610.00 – 8,520.00"
SEC Yield ,—
12-Month Yield ,2.22%
Premium ,—
Expense Ratio,0.500%
Total Assets,4.5 Bil
