,Values
NAV,"6,831.90"
Open Price,"6,815.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,329.0 / 96.8
Day Range,"6,800.00 – 6,835.00"
Year Range,"6,650.00 – 8,520.00"
SEC Yield ,—
12-Month Yield ,2.22%
Premium ,—
Expense Ratio,0.500%
Total Assets,4.5 Bil
