Sectors,Fund %,Category %
Basic Materials,12.56,9.15
Consumer Cyclical,20.20,17.36
Financial Services,12.02,6.02
Real Estate,0.94,1.52
Communication Services,0.19,0.59
Energy,1.87,0.85
Industrials,25.23,14.91
Technology,9.45,23.36
Consumer Defensive,10.81,7.26
Healthcare,6.30,18.74
Utilities,0.42,0.24
