,Values
NAV,"3,682.34"
Open Price,"3,655.00"
Bid / Ask / Spread,"3,545.00 / 0.00 / 0.00%"
Volume / Avg,"100,778.0 / 30,836.2"
Day Range,"3,585.00 – 3,655.00"
Year Range,"3,195.00 – 4,345.00"
SEC Yield ,—
12-Month Yield ,3.08%
Premium ,—
Expense Ratio,0.460%
Total Assets,10.5 Bil
