,Fund,Cat. Average,Index
Price/Earnings ,7.92,9.59,11.73
Price/Book ,0.71,0.96,1.24
Price/Sales ,1.87,1.50,1.80
Price/Cash Flow ,—,5.09,4.08
Dividend Yield % ,3.82,3.35,3.31
Long-Term Earnings % ,—,9.32,7.95
Historical Earnings % ,10.80,3.83,7.07
Sales Growth % ,11.72,3.64,-0.86
Cash-Flow Growth % ,—,9.11,-41.07
Book-Value Growth % ,5.01,2.07,1.63
