,Values
NAV,"3,726.69"
Open Price,"3,700.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"7,714.0 / 29,081.1"
Day Range,"3,660.00 – 3,700.00"
Year Range,"3,195.00 – 4,345.00"
SEC Yield ,—
12-Month Yield ,3.08%
Premium ,—
Expense Ratio,0.460%
Total Assets,10.5 Bil
