,Values
Sustainability Rate,Average
Percent Rank in Global Category,52%
Historical Sustainability Score,44.12
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,45.79
Controversy Deduction,1.63
Sustainability Score,44.16
Sustainability Mandate,No
