,Values
NAV,"9,781.00"
Open Price,"9,755.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 65.8
Day Range,"9,755.00 – 9,810.00"
Year Range,"9,500.00 – 10,325.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.220%
Total Assets,3.7 Bil
