,Values
NAV,"8,461.31"
Open Price,"8,285.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,41.0 / 147.7
Day Range,"8,265.00 – 8,295.00"
Year Range,"8,265.00 – 10,615.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.350%
Total Assets,5.0 Bil
