,Values
Sustainability Rate,Average
Percent Rank in Global Category,33%
Historical Sustainability Score,42.12
Global Category,Korea Equity
Portfolio ESG,49.83
Controversy Deduction,7.41
Sustainability Score,42.42
Sustainability Mandate,No
