,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-4.80
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-4.37
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.49
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-5.29
Percentile Rank,—,—,—,—,—,—,—,—,—,—,50
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
