,Values
NAV,"11,694.68"
Open Price,"11,570.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,2.0 / 429.7
Day Range,"11,570.00 – 11,640.00"
Year Range,"11,555.00 – 14,120.00"
SEC Yield ,—
12-Month Yield ,1.54%
Premium ,—
Expense Ratio,0.140%
Total Assets,17.5 Bil
