,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.02,0.22,-7.67,-7.23,-4.96,-12.22,—,—,—,—,—
Total Return % (NAV),0.20,-0.53,-6.93,-7.62,-4.19,-12.89,—,—,—,—,-13.28
+/- Category (NAV),0.15,-0.35,0.10,0.34,0.58,0.84,—,—,—,—,—
+/- Index (NAV),-0.11,0.11,-0.98,-3.15,-4.86,-2.50,—,—,—,—,—
