,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.59,-0.63,-0.15,—,—,—,—,—,—,—,—
Total Return % (NAV),0.13,0.92,0.65,—,—,—,—,—,—,—,1.14
+/- Category (NAV),-0.20,0.19,1.97,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
