,Values
NAV,"10,233.43"
Open Price,"10,170.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"57,355.0 / 40,320.6"
Day Range,"10,170.00 – 10,200.00"
Year Range,"10,030.00 – 10,295.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.170%
Total Assets,20.5 Bil
