,Values
NAV,"10,233.43"
Open Price,"10,240.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"17,251.0 / 39,752.8"
Day Range,"10,215.00 – 10,255.00"
Year Range,"10,030.00 – 10,295.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.170%
Total Assets,20.5 Bil
