,Values
NAV,"13,504.58"
Open Price,"14,050.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"18,177.0 / 11,814.1"
Day Range,"13,920.00 – 14,070.00"
Year Range,"11,080.00 – 19,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.460%
Total Assets,3.4 Bil
