,Values
NAV,"13,504.58"
Open Price,"13,585.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"21,403.0 / 11,679.3"
Day Range,"13,585.00 – 13,700.00"
Year Range,"11,080.00 – 19,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.460%
Total Assets,3.4 Bil
