,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),2.34,-4.71,5.75,8.80,-20.56,5.83,—,—,—,—,—
Total Return % (NAV),-4.09,-6.87,3.32,2.58,-25.01,5.17,—,—,—,—,-16.54
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
