Sectors,Fund %,Category %
Basic Materials,7.29,8.70
Consumer Cyclical,10.95,13.65
Financial Services,11.44,11.56
Real Estate,0.04,0.29
Communication Services,2.50,2.34
Energy,1.77,1.96
Industrials,9.27,10.46
Technology,41.86,38.20
Consumer Defensive,6.17,6.64
Healthcare,7.54,4.97
Utilities,1.18,1.23
