,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.39,-0.64,-7.85,-6.48,-5.11,-11.76,—,—,—,—,—
Total Return % (NAV),0.81,1.32,-7.10,-6.48,-4.34,-11.96,—,—,—,—,-13.13
+/- Category (NAV),0.05,-0.17,0.00,0.30,0.53,0.93,—,—,—,—,—
+/- Index (NAV),0.81,0.06,-0.90,-2.77,-4.84,-2.18,—,—,—,—,—
