,Values
Sustainability Rate,Average
Percent Rank in Global Category,33%
Historical Sustainability Score,42.12
Global Category,Korea Equity
Portfolio ESG,49.79
Controversy Deduction,7.38
Sustainability Score,42.41
Sustainability Mandate,No
