,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-5.11
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-4.34
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.53
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-5.60
Percentile Rank,—,—,—,—,—,—,—,—,—,—,50
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
