,Values
NAV,"11,667.23"
Open Price,"11,580.00"
Bid / Ask / Spread,"0.00 / 11,525.00 / 0.00%"
Volume / Avg,"29,773.0 / 62,319.9"
Day Range,"11,535.00 – 11,615.00"
Year Range,"11,405.00 – 14,190.00"
SEC Yield ,—
12-Month Yield ,2.54%
Premium ,—
Expense Ratio,0.080%
Total Assets,110.8 Bil
