,Values
Sustainability Rate,Low
Percent Rank in Global Category,90%
Historical Sustainability Score,38.38
Global Category,Korea Equity
Portfolio ESG,45.43
Controversy Deduction,4.84
Sustainability Score,40.59
Sustainability Mandate,No
