,Values
NAV,"6,576.85"
Open Price,"6,590.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"43.0 / 1,172.3"
Day Range,"6,570.00 – 6,600.00"
Year Range,"6,370.00 – 8,705.00"
SEC Yield ,—
12-Month Yield ,1.85%
Premium ,—
Expense Ratio,0.260%
Total Assets,3.6 Bil
