,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-25.25,-11.27
Fund (NAV),—,—,—,—,—,—,—,—,—,-25.16,-11.42
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-8.49,-7.99
+/- Index (Price),—,—,—,—,—,—,—,—,—,-7.62,-11.93
Percentile Rank,—,—,—,—,—,—,—,—,—,99,—
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015",41
