,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),140.81,65.52,22.81,-6.33,8.49,-13.86,-3.98,-2.23,1.45,-21.11,11.41
Fund (NAV),141.93,64.67,22.50,-6.32,8.60,-13.91,-3.89,-2.22,1.49,-20.97,11.95
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
