,Values
NAV,"14,797.10"
Open Price,"14,845.00"
Bid / Ask / Spread,"13,320.00 / 16,275.00 / 19.97%"
Volume / Avg,"7,183.0 / 14,698.5"
Day Range,"14,800.00 – 14,880.00"
Year Range,"11,645.00 – 16,165.00"
SEC Yield ,—
12-Month Yield ,1.68%
Premium ,—
Expense Ratio,0.470%
Total Assets,22.2 Bil
