,Values
NAV,"14,797.10"
Open Price,"14,650.00"
Bid / Ask / Spread,"13,800.00 / 16,225.00 / 16.15%"
Volume / Avg,"2,721.0 / 14,411.5"
Day Range,"14,565.00 – 14,755.00"
Year Range,"11,645.00 – 16,165.00"
SEC Yield ,—
12-Month Yield ,1.68%
Premium ,—
Expense Ratio,0.470%
Total Assets,22.2 Bil
