,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.30,-1.50,-0.27,0.96,11.18,2.69,-3.37,-6.55,6.28,—,—
Total Return % (NAV),0.06,1.69,-2.16,1.45,11.38,4.33,-3.68,-6.54,6.33,—,6.49
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
