,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,82%
Historical Sustainability Score,41.51
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,47.67
Controversy Deduction,7.84
Sustainability Score,39.83
Sustainability Mandate,No
