,Fund,Cat. Average,Index
Price/Earnings ,16.22,17.17,20.64
Price/Book ,1.46,2.04,3.84
Price/Sales ,0.83,1.37,2.36
Price/Cash Flow ,4.91,7.78,11.93
Dividend Yield % ,3.74,1.69,1.48
Long-Term Earnings % ,14.07,8.11,10.45
Historical Earnings % ,17.05,12.12,18.19
Sales Growth % ,7.01,7.65,8.61
Cash-Flow Growth % ,15.60,13.49,16.51
Book-Value Growth % ,10.89,7.62,8.68
