,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,13.16
Fund (NAV),—,—,—,—,—,—,—,—,—,—,14.84
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-1.01
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-7.41
Percentile Rank,—,—,—,—,—,—,—,—,—,—,55
# of Funds in Category,—,—,—,—,—,—,—,—,—,243,370
