,Values
Sustainability Rate,High
Percent Rank in Global Category,8%
Historical Sustainability Score,53.08
Global Category,Technology Sector Equity
Portfolio ESG,56.88
Controversy Deduction,3.95
Sustainability Score,52.93
Sustainability Mandate,No
