,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,14.69
Fund (NAV),—,—,—,—,—,—,—,—,—,—,14.80
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-1.34
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-4.17
Percentile Rank,—,—,—,—,—,—,—,—,—,—,58
# of Funds in Category,—,—,—,—,—,—,—,—,—,243,370
