,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.81,1.30,-0.31,2.85,14.69,0.05,—,—,—,—,—
Total Return % (NAV),0.93,1.58,-0.49,1.93,14.80,-1.34,—,—,—,—,-2.00
+/- Category (NAV),-0.12,-0.36,2.23,1.62,-1.34,0.38,—,—,—,—,—
+/- Index (NAV),1.42,4.80,5.45,2.36,-4.05,-3.13,—,—,—,—,—
