,Values
NAV,"9,773.32"
Open Price,"9,735.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,344.0 / 131.6
Day Range,"9,630.00 – 9,735.00"
Year Range,"8,220.00 – 10,320.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,1.090%
Total Assets,4.8 Bil
