,Values
NAV,"9,770.22"
Open Price,"9,785.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,33.0 / 129.0
Day Range,"9,785.00 – 9,860.00"
Year Range,"8,220.00 – 10,320.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,1.090%
Total Assets,4.9 Bil
