,Values
NAV,"11,770.58"
Open Price,"11,725.00"
Bid / Ask / Spread,"11,800.00 / 0.00 / 0.00%"
Volume / Avg,"13,079.0 / 5,193.8"
Day Range,"11,725.00 – 11,885.00"
Year Range,"10,130.00 – 12,440.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.710%
Total Assets,4.8 Bil
