,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.97,0.47,8.38,5.07,-2.90,1.30,—,—,—,—,—
Total Return % (NAV),-0.14,1.25,9.45,5.82,-1.70,4.11,—,—,—,—,12.86
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
