,Values
NAV,"10,735.27"
Open Price,"10,670.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"33.0 / 19,081.2"
Day Range,"10,660.00 – 10,670.00"
Year Range,"10,490.00 – 12,840.00"
SEC Yield ,—
12-Month Yield ,1.71%
Premium ,—
Expense Ratio,0.310%
Total Assets,10.7 Bil
