,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-16.78,-2.90
Fund (NAV),—,—,—,—,—,—,—,—,—,-16.87,-2.33
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.19,2.54
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.85,-3.40
Percentile Rank,—,—,—,—,—,—,—,—,—,41,18
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
