,Values
NAV,"10,750.48"
Open Price,"10,800.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"20.0 / 18,571.0"
Day Range,"10,755.00 – 10,800.00"
Year Range,"10,490.00 – 12,840.00"
SEC Yield ,—
12-Month Yield ,1.71%
Premium ,—
Expense Ratio,0.310%
Total Assets,11.8 Bil
