,Values
Sustainability Rate,Average
Percent Rank in Global Category,41%
Historical Sustainability Score,41.72
Global Category,Korea Equity
Portfolio ESG,49.47
Controversy Deduction,7.63
Sustainability Score,41.84
Sustainability Mandate,No
