,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.74,0.80,-5.79,-5.03,-3.18,-9.56,—,—,—,—,—
Total Return % (NAV),0.27,-0.18,-5.24,-5.66,-2.47,-10.54,—,—,—,—,-6.88
+/- Category (NAV),0.22,-0.00,1.79,2.30,2.31,3.20,—,—,—,—,—
+/- Index (NAV),-0.05,0.46,0.72,-1.18,-3.13,-0.14,—,—,—,—,—
