,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-16.78,-3.18
Fund (NAV),—,—,—,—,—,—,—,—,—,-16.87,-2.47
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.19,2.31
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.85,-3.84
Percentile Rank,—,—,—,—,—,—,—,—,—,41,24
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
