,Values
NAV,"7,926.31"
Open Price,"7,865.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"77,065.0 / 5,317.8"
Day Range,"7,825.00 – 7,890.00"
Year Range,"7,825.00 – 9,415.00"
SEC Yield ,—
12-Month Yield ,2.04%
Premium ,—
Expense Ratio,0.370%
Total Assets,8.3 Bil
