,Values
NAV,"7,926.31"
Open Price,"7,930.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"49.0 / 4,650.6"
Day Range,"7,900.00 – 7,960.00"
Year Range,"7,840.00 – 9,415.00"
SEC Yield ,—
12-Month Yield ,2.04%
Premium ,—
Expense Ratio,0.370%
Total Assets,8.3 Bil
