,Values
Sustainability Rate,Average
Percent Rank in Global Category,44%
Historical Sustainability Score,41.55
Global Category,Korea Equity
Portfolio ESG,50.16
Controversy Deduction,8.08
Sustainability Score,42.08
Sustainability Mandate,No
