Sectors,Fund %,Category %
Basic Materials,10.32,8.70
Consumer Cyclical,10.58,13.65
Financial Services,14.79,11.56
Real Estate,0.00,0.29
Communication Services,2.19,2.34
Energy,1.73,1.96
Industrials,11.53,10.46
Technology,38.22,38.20
Consumer Defensive,5.72,6.64
Healthcare,3.02,4.97
Utilities,1.91,1.23
