,Values
NAV,"8,540.73"
Open Price,"8,460.00"
Bid / Ask / Spread,"0.00 / 9,410.00 / 0.00%"
Volume / Avg,"297,676.0 / 26,695.8"
Day Range,"8,460.00 – 8,560.00"
Year Range,"8,275.00 – 12,010.00"
SEC Yield ,—
12-Month Yield ,0.84%
Premium ,—
Expense Ratio,0.340%
Total Assets,16.2 Bil
