,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,25.18,-16.22,-7.71
Fund (NAV),—,—,—,—,—,—,—,—,24.61,-16.33,-7.69
+/ Category (NAV),—,—,—,—,—,—,—,—,2.13,0.35,-2.91
+/- Index (Price),—,—,—,—,—,—,—,—,-7.05,1.41,-8.37
Percentile Rank,—,—,—,—,—,—,—,—,40,35,83
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
