,Fund,Category,Index
U.S.Stock,—,29.64,35.83
Non-U.S.Stock,—,23.83,24.10
Bonds,—,22.47,0.01
Other,—,5.99,40.00
Cash,—,67.39,0.00
Not Classified,—,1.54,0.06
