,Fund,Category,Index
U.S.Stock,—,26.00,35.83
Non-U.S.Stock,—,17.79,24.10
Bonds,—,12.86,0.01
Other,—,5.80,40.00
Cash,—,73.86,0.00
Not Classified,—,1.25,0.06
