,Values
NAV,"10,287.40"
Open Price,"10,315.00"
Bid / Ask / Spread,"10,250.00 / 11,275.00 / 9.52%"
Volume / Avg,"3,810.0 / 35,875.4"
Day Range,"10,250.00 – 10,315.00"
Year Range,"9,970.00 – 10,365.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.100%
Total Assets,20.6 Bil
