,Values
NAV,"10,245.76"
Open Price,"10,120.00"
Bid / Ask / Spread,"0.00 / 11,165.00 / 0.00%"
Volume / Avg,"4,427.0 / 33,812.5"
Day Range,"10,085.00 – 10,180.00"
Year Range,"9,970.00 – 10,365.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.100%
Total Assets,20.5 Bil
