,Values
NAV,"4,570.41"
Open Price,"4,930.00"
Bid / Ask / Spread,"4,895.00 / 5,210.00 / 6.23%"
Volume / Avg,"7,967.0 / 14,628.8"
Day Range,"4,830.00 – 4,930.00"
Year Range,"4,730.00 – 7,520.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.740%
Total Assets,1.8 Bil
